,net_loss_train,net_loss_test,net_f1_train,net_f1_test
0,0.41371100256576104,0.14932222962166222,0.9638818493148851,0.9850520666231493
1,0.14607616327597897,0.12833313710534747,0.9841181299212663,0.9863166416014658
2,0.13164340428538834,0.11938043546865444,0.9854028289812379,0.9872875250501578
3,0.12412172195912785,0.11311385125768778,0.9862678081898661,0.9878096699523774
4,0.11777173473564306,0.10951766718107624,0.9869192183344684,0.9880642613892203
5,0.11271701263040455,0.10431042829053282,0.9875050080683838,0.9885858107720004
6,0.10836114678744505,0.1027453989985359,0.987931863619491,0.9889750061091984
7,0.10451212352498158,0.09955177284532314,0.9883171691335231,0.9893788300783218
8,0.10156343092180284,0.09679050246110434,0.9885985118892815,0.989727263755792
9,0.09906562145033666,0.09626314563096292,0.9888207687902232,0.9895521923473565
10,0.09423115057246714,0.09442432531573157,0.9893304791649334,0.989899069964966
11,0.09315940761635891,0.09455014500577337,0.989442141265135,0.98993330320182
12,0.0926330288995548,0.09395583352191066,0.9895208767296964,0.9899561503632065
13,0.09224518691840981,0.09380451797473728,0.989526726148238,0.9900266638819215
14,0.09185921900003471,0.0943680460824635,0.9895738097076865,0.9900247399646434
15,0.09137493365027259,0.0938195847298573,0.9896294301365883,0.9900660956796395
16,0.09112730227225455,0.09388769283525211,0.9896666376848802,0.990100887403205
17,0.09076206191043526,0.09328837557588505,0.9896988208206609,0.9901103603697705
18,0.09043087226856482,0.09332800411262582,0.98971978034353,0.9901063399845653
19,0.08997014633843135,0.09293603751169727,0.9898000021111553,0.9901534635943235
20,0.08926840996625261,0.09311263219384541,0.9898348701322455,0.9901836492557184
21,0.08922043605832677,0.09298910281584725,0.9898445639760173,0.9901756938136451
22,0.08920057405739548,0.09301311481580933,0.9898804955193851,0.9901704683798102
23,0.08896361327993015,0.09292588326872814,0.9898842275886374,0.9901667135207095
24,0.08907143512669125,0.0927825016295563,0.9898652039089473,0.9901661694593741
25,0.08899354756893621,0.09267939994539087,0.989871138428282,0.9901676812073058
26,0.08886860723148955,0.09276839008936769,0.9898884613370057,0.9901629498242163
27,0.08892276234655565,0.09290081462059858,0.9899020283721183,0.9901713534036378
28,0.0887642910621159,0.09260772957567615,0.9899000304620362,0.9901643052912756
29,0.08872805140243459,0.09271198234724444,0.9898995402656922,0.9901815400490501
30,0.08868528474867983,0.09271552958237221,0.9898982133563202,0.990180614896952
31,0.08869632292569836,0.09271873171322752,0.9899085468354433,0.9901793536333613
32,0.08856999030165007,0.09271270963336135,0.9899166600329764,0.9901780048115351
33,0.08858927998781015,0.09272793128628819,0.9899162082265245,0.9901838398414285
34,0.08864256806118564,0.0927268248080753,0.9898933237737957,0.9901854880189653
35,0.0886388593713185,0.09272067221590297,0.9899131285030278,0.9901828512555341
36,0.08859988554280195,0.0927197182247167,0.9899193442335826,0.9901836671381133
37,0.08862791387144889,0.09271866561183865,0.9899043388256398,0.9901823973033431
38,0.08856655994779296,0.09272611462033382,0.9899180212669786,0.9901787583841908
39,0.08859237807923945,0.09271765709836319,0.9899190338812683,0.9901805475602213
40,0.08861602652196522,0.09271714522575639,0.9898929084009094,0.9901803099926251
41,0.0885927028448803,0.09271753965841088,0.9898989191547286,0.9901802877441059
42,0.0885824111219952,0.0927174193341834,0.989913326106337,0.9901803228720207
43,0.08867859276106813,0.09271867994666816,0.9899020100935356,0.9901805938280069
44,0.08864864875718012,0.09271760481971274,0.9899024875241192,0.9901806160765259
45,0.08854996866168478,0.09271766785204298,0.9899294619110154,0.9901803476146317
46,0.08852121764771691,0.09271808176492909,0.9899178482582496,0.9901805938280073
47,0.08857020553217315,0.09271779617219159,0.98992518802225,0.9901803476146317
48,0.08867377931302341,0.09271758117625431,0.9899065463121026,0.9901803411909172
49,0.08853701397716686,0.09271893146032827,0.9899153909335084,0.9901803755036147
50,0.0886184421604091,0.09271876234576616,0.9899078246759935,0.9901803755036148
51,0.08867543046537296,0.09271874962028624,0.9899049959780709,0.9901803755036147
52,0.08860035544931487,0.09271860532487759,0.9899270788763161,0.990180375503615
53,0.08860734838444866,0.09271857833474907,0.989918361263134,0.9901803755036148
54,0.08861033999055141,0.092718529486564,0.9899038467745155,0.9901803755036148
55,0.08859469032025981,0.09271853996930762,0.9899028915582203,0.9901803755036148
56,0.08860186641354675,0.09271837583362148,0.9899246023417512,0.9901803755036148
57,0.08857683189422715,0.09271821968583718,0.9899252601428651,0.9901806763992506
58,0.08871444734516876,0.09271820938548232,0.9898883396070957,0.9901806763992502
59,0.08869199908916359,0.09271812368622592,0.9899215169501088,0.9901806763992499
60,0.08860683920216757,0.09271812053892008,0.9899181835746134,0.99018067639925
61,0.08862982836698206,0.09271811942802871,0.989894481916754,0.99018067639925
62,0.08860997766590793,0.09271811867235223,0.9899267518226481,0.9901806763992503
63,0.08857550901812523,0.09271811586894856,0.9899313178710614,0.9901806763992502
64,0.08860520682627482,0.09271811588064272,0.9899353525173215,0.99018067639925
65,0.0886735184650255,0.09271811381653779,0.9899052647640132,0.9901806763992502
66,0.08863331019488793,0.09271810980839622,0.9899119433991803,0.9901806763992502
67,0.08857810139706637,0.09271810919623463,0.9899108819966205,0.9901806763992499
68,0.08853240137180873,0.09271810749472098,0.9899111535666182,0.9901806763992502
69,0.08860956574249641,0.09271810706080053,0.9898941027957474,0.99018067639925
70,0.08858248722116979,0.0927181070394601,0.9898967493203178,0.9901806763992503
71,0.08861161086220289,0.09271810694377203,0.9899209516446636,0.99018067639925
72,0.0885500054844757,0.09271810699294482,0.9899199845190481,0.9901806763992502
73,0.0886708902437935,0.0927181070340085,0.9899104707219781,0.9901806763992502
74,0.08861477785155054,0.09271810698207833,0.9899134004104856,0.99018067639925
75,0.08855048070285408,0.0927181069660448,0.9899181287521256,0.9901806763992502
76,0.08858391271133804,0.09271810694934522,0.9899113430644756,0.9901806763992502
77,0.08869606528867661,0.0927181069170496,0.9899242442662876,0.99018067639925
78,0.08858145404207228,0.09271810697862032,0.9899159327340648,0.9901806763992502
79,0.0885968559564205,0.092718107024228,0.9899206469303212,0.99018067639925
80,0.08856003147019352,0.09271810702823835,0.9899233283641422,0.9901806763992502
81,0.08866277197515562,0.09271810702316598,0.9899121779584551,0.9901806763992502
82,0.08863286184038797,0.09271810701808546,0.9899052158301959,0.99018067639925
83,0.08861199634596763,0.09271810701338898,0.9898960846093438,0.9901806763992502
84,0.08868413292928208,0.09271810702215898,0.989902764064339,0.9901806763992506
85,0.08857019017754678,0.09271810700471439,0.9899163313758219,0.99018067639925
86,0.08870178562568559,0.0927181069898139,0.9898956849734795,0.99018067639925
87,0.08870110247436445,0.09271810699388779,0.9899186077300416,0.9901806763992499
88,0.08866607788419233,0.09271810698993861,0.989909316765101,0.9901806763992502
89,0.08864106810963063,0.0927181070152179,0.9899100523212293,0.9901806763992502
90,0.08856658092246408,0.09271810701611638,0.9899146136753992,0.9901806763992499
91,0.088648397763293,0.09271810701669769,0.9898999174591574,0.99018067639925
92,0.08859269123707904,0.09271810701492575,0.9899159637588633,0.9901806763992502
93,0.08862282223218523,0.09271810701568513,0.9899074068646642,0.99018067639925
94,0.08868610787601644,0.09271810701480564,0.9899118734099794,0.9901806763992502
95,0.08860363564061494,0.0927181070162019,0.9899201627160406,0.9901806763992503
96,0.08867556598841082,0.09271810701577789,0.9899051333460073,0.99018067639925
97,0.08858226448182818,0.09271810701697689,0.9898906126813706,0.9901806763992502
98,0.08868752963118304,0.09271810701649379,0.9899074633962743,0.9901806763992503
99,0.08852696188746469,0.09271810701640554,0.9899162649254706,0.9901806763992502
