,net_loss_train,net_loss_test,net_f1_train,net_f1_test
0,0.35412128459707365,0.14779601572594672,0.9691594264149981,0.9838457850147666
1,0.13736061927298288,0.13585422943809747,0.9846206932457214,0.9856037540423328
2,0.12675173173164894,0.12818178769370525,0.985742196827342,0.9864999263098877
3,0.11868763745704536,0.12318419507512438,0.986753437306321,0.9870109481337329
4,0.11154704632238939,0.11962780005257367,0.9875519020520348,0.9873503501028772
5,0.1090882766909885,0.11486685403087278,0.9878390461876833,0.9874194103636525
6,0.10395225262354667,0.11278909009911575,0.9883889462284312,0.9880987465582141
7,0.10144883132904088,0.1107599583599321,0.9886970061333624,0.9882835689381201
8,0.0978411770102328,0.10831352698269356,0.989045342197452,0.988326787827363
9,0.09658519565981973,0.10796614602929513,0.989125257519191,0.988439819316052
10,0.09115290174636562,0.10579254325213253,0.9897303514701696,0.9885907228797126
11,0.09034388123562294,0.10529280702718317,0.9898347949614009,0.9886712481783145
12,0.08984231342740688,0.10557884927839357,0.9898625647471566,0.9886794253900787
13,0.08948385548096673,0.10483999591249073,0.989918171636262,0.9887001440707915
14,0.0890618053653014,0.10484469778406007,0.9899700578067854,0.9887227604521128
15,0.08879837081469173,0.10424873807569802,0.9899984990738834,0.9887210386377807
16,0.08868229528632837,0.10406777336059313,0.9900199037952547,0.9887697316988155
17,0.08824683029665202,0.10408073365510072,0.9900604572492234,0.9888338729972802
18,0.08783617843234684,0.10349058928974678,0.9900983254816509,0.9889228781975828
19,0.08761237168918595,0.10339417559086855,0.990124281230428,0.9888810495750918
20,0.08678609440920916,0.1034330284408824,0.9902033939992787,0.9888849283135024
21,0.0866633377448804,0.10338219857219715,0.990207573901094,0.9888815504432225
22,0.08660992384670393,0.1034715485449508,0.9902151143321286,0.9888855989218776
23,0.08663275348665408,0.10338529450992988,0.9902119563444889,0.9888847912541981
24,0.08657155401836339,0.10328109529989572,0.9902155886635344,0.9888788346918612
25,0.0864360893024522,0.103238610088584,0.9902337559972133,0.9888904607409909
26,0.08645321289987376,0.10330681221403082,0.9902357219206415,0.988883884210114
27,0.08642068745080161,0.10330955021007444,0.9902410765753017,0.9888924704045994
28,0.0863527227840922,0.10308989579380061,0.9902552055732013,0.9889043081335971
29,0.08635824650190141,0.10324250680471711,0.9902422059068354,0.988913814856241
30,0.08621636508111337,0.10322362755629409,0.9902432533031589,0.9889100823873914
31,0.08624906955994044,0.10323341732937209,0.9902520971551688,0.9889089563753033
32,0.08628808495119551,0.10321323661769262,0.9902386547728487,0.9889043632607463
33,0.08622136554683404,0.1032074278844265,0.9902419683508955,0.9889049822545747
34,0.08623388877351237,0.10322314431191579,0.9902464203792462,0.9889036020917236
35,0.0862734771265208,0.10320948505902279,0.9902442892184873,0.9889048244523523
36,0.08622931481215752,0.10320614922211102,0.9902439678430554,0.9889045927269254
37,0.08625003936020684,0.10322473848658428,0.9902561764015402,0.9889050859542838
38,0.08621548283218475,0.10321547901350442,0.9902572788692734,0.988903479895559
39,0.08614756044242398,0.1032057991467335,0.9902499151702518,0.9889044331950357
40,0.0862115119137793,0.10320564512793434,0.9902503964824738,0.9889037713365011
41,0.08623095107554204,0.10320483761353356,0.9902357055580976,0.9889040859938328
42,0.08613954685155568,0.10320619031883854,0.9902708068234912,0.9889044859056199
43,0.08617186358849557,0.10320577986648233,0.9902499325138137,0.9889045501607093
44,0.08620831536164818,0.1032049675628201,0.9902599864239462,0.9889048008964392
45,0.08611286879848341,0.10320703637355653,0.9902789688103106,0.9889043336351385
46,0.08621794706395801,0.10320535097542247,0.9902446462947775,0.9889046152587218
47,0.08622636593426769,0.10320487348995337,0.9902441823533437,0.9889048659889964
48,0.08622565013168533,0.10320596902691043,0.9902548759181109,0.9889046152587218
49,0.08619287023843923,0.10320508583785144,0.9902686096769172,0.9889046453498713
50,0.08615854891511605,0.1032050204384769,0.9902511455616999,0.9889046453498713
51,0.08613900985738226,0.1032048633783679,0.990259668322468,0.9889046453498714
52,0.08619287960798057,0.10320472762274874,0.9902504821004666,0.9889046453498714
53,0.08617978511178133,0.10320472279983178,0.9902544322726314,0.9889046453498714
54,0.08615305841619862,0.10320455657743148,0.9902480494599625,0.9889046453498713
55,0.0862546125900811,0.10320441671437024,0.9902395193126384,0.9889046453498713
56,0.08615164109136979,0.10320430465482625,0.9902586784486733,0.9889043536171452
57,0.08622756317418521,0.10320418775784797,0.9902451602056015,0.988904353617145
58,0.08618201304093275,0.10320416946553496,0.9902723072048107,0.9889043536171452
59,0.08621097514413552,0.10320409671392755,0.9902492330697292,0.988904353617145
60,0.08622616486111553,0.1032040967037103,0.9902637354718525,0.9889043536171453
61,0.08622345900141205,0.10320409373536917,0.9902547548781416,0.9889043536171449
62,0.08615949630491246,0.10320409020572607,0.9902621830341783,0.9889043536171452
63,0.08620634966348716,0.10320409154163944,0.9902508067967233,0.988904353617145
64,0.08624015687897427,0.1032040860372405,0.990251259316103,0.9889043536171453
65,0.0863042458022596,0.10320408438134614,0.9902296218710762,0.988904353617145
66,0.08620908009630839,0.10320408252658546,0.9902426182879758,0.9889043536171452
67,0.08622138055754021,0.10320408221206968,0.9902592904796428,0.9889043536171452
68,0.08618427445932741,0.10320407821055125,0.9902534767930452,0.9889043536171452
69,0.08617716302000562,0.10320407798892324,0.9902463773565312,0.9889043536171452
70,0.08616211581185772,0.10320407799052485,0.9902447768578095,0.988904353617145
71,0.08617872939182954,0.1032040778737474,0.9902518317219272,0.9889043536171452
72,0.08613986585120177,0.10320407791033231,0.9902524102682757,0.988904353617145
73,0.08620494715063912,0.10320407790025765,0.990243859477074,0.9889043536171449
74,0.08612461813775006,0.10320407796988222,0.9902627134166896,0.9889043536171452
75,0.0862023839407635,0.10320407784159562,0.9902561446824095,0.9889043536171452
76,0.08615563322727113,0.10320407782743404,0.9902413068662269,0.988904353617145
77,0.08618150518832718,0.10320407770723243,0.9902691245597564,0.988904353617145
78,0.08625647168200247,0.10320407771202451,0.9902598526726142,0.988904353617145
79,0.08614445012243514,0.10320407781285736,0.9902667229596746,0.9889043536171452
80,0.08618726098119459,0.1032040778161247,0.9902472276000638,0.9889043536171452
81,0.08615881155866209,0.10320407782293414,0.990255478775656,0.9889043536171452
82,0.086242465764969,0.10320407781204238,0.9902505485646329,0.9889043536171447
83,0.08613790689350277,0.10320407781412944,0.9902481195453597,0.9889043536171452
84,0.08613428360128643,0.10320407782456485,0.9902466731811231,0.9889043536171456
85,0.08617254194087,0.10320407781566078,0.9902490046474902,0.9889043536171453
86,0.08617158411723366,0.10320407781644458,0.990248217429924,0.9889043536171452
87,0.08618028618901594,0.10320407782700179,0.9902457437550556,0.988904353617145
88,0.08620860366420442,0.10320407783248398,0.9902484493792031,0.9889043536171449
89,0.08616669997725723,0.10320407782999297,0.9902561372378645,0.9889043536171453
90,0.08613486217276543,0.10320407782938876,0.9902614639466328,0.988904353617145
91,0.08622382786795041,0.10320407782967733,0.9902462218548593,0.9889043536171452
